,A,B,C,D
37,0.35713061305585303,1.398536765701429,-0.8148776636280352,-1.041406152645576
38,3.993049052952904,-0.15453773015587746,-0.3653379995421999,4.147586783108782
39,2.4187565212750886,-0.2261130172562552,0.8466701269100767,2.644869538531344
40,0.07383317783695242,-0.03482204734015215,0.32735041463615644,0.10865522517710458
41,1.1181749662876697,1.5104350669089204,0.8363707610324737,0.6077398993787493
42,1.5876321348270848,-0.2107419806435954,0.437305609556506,2.79837411547068
43,1.7443801168640138,0.17310766792228005,1.0664065572669141,2.571272448941734
44,1.1701095246578808,0.10798891401022254,1.1443567296958406,1.0621206106476582
45,2.8154936254598844,-0.6009650237197739,1.7210718441783057,3.416458649179658
46,1.5050234600855363,1.2533631748142926,0.3932862273229082,0.25166028527124373
47,-0.6140477147182573,-0.32514341757579446,0.29096490850769746,-0.2889042971424628
48,-2.260401052560278,-0.12075040095316736,0.018367041774795423,-2.1396506516071105
49,-1.3393198704146294,-0.17345605036537048,0.7304391717849308,-0.16586382004925893
50,1.673247732722405,1.6636633358709414,0.02534369210576416,0.009584396851463506
51,0.8186867481790789,0.5628993346839593,-0.26818915029938006,2.2557874134951197
52,1.1292244856203604,-0.5324482396091355,-0.9599061319067792,2.6616727252294963
53,3.0832863469499765,0.2597250222681745,1.1269786461889557,2.823561324681802
54,2.8349699305253457,-0.418825101417883,0.5139054291919583,4.253795031943229
55,1.5000866697878728,0.5817771810118457,0.05592494779746245,0.918309488776027
56,0.5128326201988962,1.244711253144847,0.5294744661449127,0.2681213670540492
57,2.0544403845473194,0.8723863411434913,1.132002909162607,1.182054043403828
58,-0.25619406977106673,-0.09795083119270509,1.7194441140614936,0.8417567614216384
59,-2.366485102636359,0.006405958461701444,0.4962095206983295,-2.3728910610980605
60,1.1948550396487818,0.7661833221297487,0.19940581016150513,1.4286717175190329
61,7.624378236995742,0.2077799680893147,2.2672274800114667,8.416598268906428
62,1.4438345702564128,0.7910414730033266,0.32109907479214717,0.6527930972530862
63,-0.555896179800603,1.1872319111995986,-0.862376114065946,-0.7431280910002016
64,2.6637444227599176,0.4516512753374762,1.700826675822996,3.2120931474224417
65,2.5339696697021723,-0.03425035527686804,2.782604323521672,3.5682200249790403
66,-0.018305371779268165,1.51605469897146,-0.5400305690911401,-0.5343600707507282
67,0.8056658230943831,1.6030305649205838,0.5879014483473163,0.20263525817379935
68,1.355263540043531,-0.18189356411971286,1.9917529738126416,3.5371571041632435
69,2.141084347365478,0.08676018031319632,0.6569811360890858,2.0543241670522816
70,4.424293703851587,-0.29079815831213074,2.490724738529736,5.715091862163718
71,-1.6500806658215077,-0.03830227258973973,0.9110863413896393,-0.611778393231768
72,1.6450887773248435,-0.3382806339397667,-0.17157395413799215,1.98336941126461
73,0.8896999218385269,-0.38316480403516845,1.7799661100998636,1.2728647258736954
74,3.6545936054616504,-0.22329383254581026,1.881153834269615,4.877887438007461
75,8.447948908766792,1.062002414582133,0.32020928494713286,7.385946494184659
76,3.4083179105223373,0.14168208557042317,2.707724569769189,4.266635824951914
77,-0.13110092344126145,1.1342088408462327,-1.077590647170517,-0.2653097642874942
78,1.004833368227627,-0.42964019855333807,0.5655960368114442,3.434473566780965
79,2.227079912012301,-0.07506829853870212,2.6794052526583223,3.302148210551003
80,1.520288963397833,-0.4187957669380623,-0.14548638865199284,2.939084730335895
81,2.5587969118679945,-0.25797803302161204,0.930419112672717,2.8167749448896067
82,4.41297324497625,0.5279539256460983,-0.21651464741638904,4.885019319330151
83,0.7079797713229254,0.7176395191119287,-0.07713672979078814,-0.009659747789003248
84,0.523473899438531,0.18935084332285435,-0.7672802457372748,1.3341230561156765
85,0.20000456984777948,1.6000621185433366,0.270744560563021,-1.400057548695557
86,1.8150456327043218,0.5909782963729965,0.8347577617501231,3.2240673363313253
87,2.6938301101735918,1.402260544964805,2.5834230374825182,1.2915695652087869
88,1.618435491178698,1.543925363752968,-0.20618389320644065,0.07451012742573004
89,0.1870114427410844,0.02200905417272933,-0.8268726700845225,1.165002388568355
90,-0.5598903796753665,-0.6626038323386407,-1.1347030681739512,2.1027134526632745
91,-0.7911288929098451,-0.3958220343726385,-0.8332413549551551,0.6046931414627934
92,2.256549189312604,0.7013240951466352,1.2540183025704952,2.555225094165969
93,2.0417056661623914,0.8618994404501219,1.3243964084956599,1.1798062257122695
94,0.987486524893797,1.2729968631565631,-0.7188573672337228,0.7144896617372338
95,-0.38058085768662986,-0.3462145338620901,-0.38959236701453714,-0.034366323824539746
96,0.9681992550784302,0.63616760111776,-0.42987255431411203,1.3320316539606702
97,-0.29033058499943865,-0.35376904176174484,-1.5388342834565325,1.0634384567623063
98,4.030313963050083,-0.6439973738449302,3.0615702067012474,6.674311336895013
99,0.8949715801077942,0.6878090962475945,0.01061688054453491,1.2071624838601998
